feature_cap	train_domain	test_domain	train_n	test_n	train_responders	test_responders	selected_features	pseudocount	roc_auc	pr_auc	brier
25	Lee_Barcelona	Lee_PRIMM_UK	12	54	6	33	25	1.0246076956438827e-07	0.4790764790764791	0.6633613101996458	0.2528686955365578
25	Lee_Barcelona	Matson_US	12	38	6	14	25	1.0246076956438827e-07	0.41666666666666663	0.4651612464254794	0.26100016636052625
25	Lee_Barcelona	Spencer_US	12	97	6	71	25	1.0246076956438827e-07	0.5449620801733478	0.7803551663016697	0.25367966005820436
25	Lee_Leeds	Frankel_US	18	39	10	24	25	1.0661815682701918e-07	0.4555555555555556	0.5853713996337074	0.2440172477575976
25	Lee_Leeds	Gopalakrishnan_US	18	25	10	14	25	1.0661815682701918e-07	0.31818181818181823	0.4736290171282864	0.2617023123263665
25	Lee_Leeds	Lee_Barcelona	18	12	10	6	25	1.0661815682701918e-07	0.7777777777777779	0.7027777777777778	0.23676103845831675
25	Lee_Leeds	Lee_Manchester	18	25	10	12	25	1.0661815682701918e-07	0.4294871794871794	0.5112743665526679	0.25765847442944884
25	Lee_Leeds	Lee_PRIMM_NL	18	55	10	33	25	1.0661815682701918e-07	0.3953168044077135	0.5149128023299767	0.27002472754346
25	Lee_Leeds	Lee_PRIMM_UK	18	54	10	33	25	1.0661815682701918e-07	0.40981240981240985	0.5436435631039762	0.2612307331172681
25	Lee_Leeds	Matson_US	18	38	10	14	25	1.0661815682701918e-07	0.36011904761904767	0.3110892099095366	0.2786600057766996
25	Lee_Leeds	Spencer_US	18	97	10	71	25	1.0661815682701918e-07	0.49295774647887325	0.7284359747701847	0.2307593498584148
25	Lee_Manchester	Frankel_US	25	39	12	24	25	5.636676092699121e-08	0.3166666666666667	0.5109387868734918	0.26659779305220116
25	Lee_Manchester	Gopalakrishnan_US	25	25	12	14	25	5.636676092699121e-08	0.4935064935064935	0.6893083446193122	0.2492219789333849
25	Lee_Manchester	Lee_Barcelona	25	12	12	6	25	5.636676092699121e-08	0.6111111111111112	0.5819444444444444	0.2450366065341437
25	Lee_Manchester	Lee_Leeds	25	18	12	10	25	5.636676092699121e-08	0.7375	0.8323155929038282	0.23464578496837257
25	Lee_Manchester	Lee_PRIMM_NL	25	55	12	33	25	5.636676092699121e-08	0.47933884297520657	0.5680509388520028	0.2541274032426692
25	Lee_Manchester	Lee_PRIMM_UK	25	54	12	33	25	5.636676092699121e-08	0.47186147186147187	0.6652047905480722	0.2561848282123637
25	Lee_Manchester	Matson_US	25	38	12	14	25	5.636676092699121e-08	0.37946428571428564	0.3203905941424846	0.255586758353619
