scheme	held_out_group	mode	seed	prediction_type	n	responders	non_responders	prevalence	roc_auc	pr_auc	pr_lift	brier	log_loss	calibration_intercept	calibration_slope
LODO	Matson_US	standard_transductive	20260803	embedded_DEBIASM	38	14	24	0.3684210526315789	0.5684523809523809	0.45871229852627105	1.2450762388570216	0.34450896502961076	0.9019134847164831	-1.4094554931605756	0.941437751594207
LODO	Matson_US	standard_transductive	20260804	locked_downstream	38	14	24	0.3684210526315789	0.43452380952380953	0.3885429096545282	1.0546164690622908	0.3822631934772113	1.0685779805256281	-0.4869086570525947	-0.08211601861751708
LODO	Matson_US	standard_transductive	20260804	embedded_DEBIASM	38	14	24	0.3684210526315789	0.5565476190476191	0.4670930501080325	1.2678239931503739	0.3454699689956971	0.904162800603845	-1.4919297333960233	1.0178779548393746
LODO	Matson_US	standard_transductive	20260805	locked_downstream	38	14	24	0.3684210526315789	0.43154761904761907	0.38757528122384555	1.0519900490361522	0.3830970926448606	1.0714490069625804	-0.48587744325914944	-0.08339317548283656
LODO	Matson_US	standard_transductive	20260805	embedded_DEBIASM	38	14	24	0.3684210526315789	0.5535714285714286	0.4584723450543692	1.244424936576145	0.34804386793476666	0.9106357714871307	-1.4583827017122821	0.9649130450119046
LODO	Matson_US	standard_transductive	20260806	locked_downstream	38	14	24	0.3684210526315789	0.43452380952380953	0.3885429096545282	1.0546164690622908	0.38437403294956063	1.0749413711877673	-0.48229781386529347	-0.08892531415010854
LODO	Matson_US	standard_transductive	20260806	embedded_DEBIASM	38	14	24	0.3684210526315789	0.5654761904761905	0.4556566008545738	1.2367822023195576	0.34521074613597985	0.9039064847545984	-1.447979135694853	0.9714877551464403
LODO	Spencer_US	online_adaptive	20260802	locked_downstream	97	71	26	0.7319587628865979	0.596424702058505	0.8033920481996313	1.0975919531741443	0.316676137335655	0.9140888797160559	1.1056689843679226	0.21445493287212716
LODO	Spencer_US	online_adaptive	20260802	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5368364030335862	0.7222137602932646	0.9866864049076995	0.2266560496216266	0.6463423361144601	0.9048735547807166	0.42359910180097926
LODO	Spencer_US	online_adaptive	20260803	locked_downstream	97	71	26	0.7319587628865979	0.5996749729144095	0.8048369710314562	1.0995660026767784	0.3163232842873914	0.9121118889421885	1.1057296072687202	0.21629070331382944
LODO	Spencer_US	online_adaptive	20260803	embedded_DEBIASM	97	71	26	0.7319587628865979	0.534127843986999	0.7204275183253471	0.9842460461627982	0.22579019658736163	0.6445758972873231	0.8892581357637959	0.47490724077689994
LODO	Spencer_US	online_adaptive	20260804	locked_downstream	97	71	26	0.7319587628865979	0.600216684723727	0.803790855406309	1.0981368024565068	0.31657494081846155	0.9126701832788452	1.1047592548767238	0.21472457544737
LODO	Spencer_US	online_adaptive	20260804	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5346695557963164	0.7216834838399279	0.9859619427108874	0.2258306181692773	0.6446612664987418	0.8958297856822078	0.4454723039899994
LODO	Spencer_US	online_adaptive	20260805	locked_downstream	97	71	26	0.7319587628865979	0.6013001083423618	0.8051119882237926	1.099941730390252	0.3159213329504355	0.9114624776680345	1.1061469286839396	0.21721006381465544
LODO	Spencer_US	online_adaptive	20260805	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5346695557963164	0.7216292091479184	0.9858877927795505	0.22695602718143545	0.6469434232154361	0.9045710163513351	0.43183598180178906
LODO	Spencer_US	online_adaptive	20260806	locked_downstream	97	71	26	0.7319587628865979	0.5985915492957747	0.8041975523116304	1.0986924306229318	0.3160174045298183	0.9111331862302032	1.1078780091588791	0.21980625770368026
LODO	Spencer_US	online_adaptive	20260806	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5373781148429035	0.7199072408311924	0.9835352445158545	0.22692310919183503	0.6469065603806587	0.9067822107914687	0.4205487969596032
LODO	Spencer_US	standard_transductive	20260802	locked_downstream	97	71	26	0.7319587628865979	0.5861321776814734	0.7950439576576553	1.0861868153914447	0.30005003736078883	0.8516474895306144	1.0555692155819738	0.19581340229108674
LODO	Spencer_US	standard_transductive	20260802	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5140845070422535	0.7260195670239087	0.9918858873425231	0.24197844948042624	0.6776140660266051	1.0132527108264116	-0.05337758009024676
LODO	Spencer_US	standard_transductive	20260803	locked_downstream	97	71	26	0.7319587628865979	0.5882990249187432	0.7963944366899607	1.088031836041214	0.2993767713123662	0.8495325180667535	1.055223253388816	0.19768631905212122
LODO	Spencer_US	standard_transductive	20260803	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5075839653304443	0.7205978366861199	0.9844787346275159	0.2413555505126408	0.6763412542699542	1.0128979539830123	-0.05015339911855144
LODO	Spencer_US	standard_transductive	20260804	locked_downstream	97	71	26	0.7319587628865979	0.5877573131094258	0.7959439567283764	1.087416391586655	0.2997653793834896	0.8503463200577852	1.0549738236370287	0.19605462489394504
LODO	Spencer_US	standard_transductive	20260804	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5108342361863488	0.7158108843762035	0.977938813866081	0.24203249729676282	0.6778197462045996	1.015532690198634	-0.06512969009393321
LODO	Spencer_US	standard_transductive	20260805	locked_downstream	97	71	26	0.7319587628865979	0.5882990249187433	0.7952383060058092	1.0864523335572325	0.2994798574254871	0.8501886169354869	1.0556170840222543	0.19757513913535402
LODO	Spencer_US	standard_transductive	20260805	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5108342361863488	0.7159038845305619	0.978065870414993	0.2429555594591287	0.6796684745414167	1.0138374311750205	-0.059113302992207885
LODO	Spencer_US	standard_transductive	20260806	locked_downstream	97	71	26	0.7319587628865979	0.5861321776814734	0.7950238828713752	1.0861593892749775	0.299516769775146	0.8497898700676585	1.0561904897606995	0.19902325682879296
LODO	Spencer_US	standard_transductive	20260806	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5113759479956663	0.7254452869789265	0.9911013075627588	0.2434524407349615	0.6806018982164436	1.0146326596340856	-0.06630126254628504
LOSFO	FrankelAE_2017	online_adaptive	20260802	locked_downstream	39	24	15	0.6153846153846154	0.5111111111111111	0.6325976277951257	1.0279711451670792	0.3818453751633288	1.2164304117120832	0.4804256873749064	0.010538299306557452
LOSFO	FrankelAE_2017	online_adaptive	20260802	embedded_DEBIASM	39	24	15	0.6153846153846154	0.5972222222222222	0.6864306182264173	1.115449754617928	0.2306987729957733	0.6541011826532233	-0.7109152830766916	2.6506086493009384
LOSFO	FrankelAE_2017	online_adaptive	20260803	locked_downstream	39	24	15	0.6153846153846154	0.5166666666666667	0.6376278984503964	1.036145334981894	0.3806156305258812	1.209631818300893	0.4822285600256488	0.012557392683242794
LOSFO	FrankelAE_2017	online_adaptive	20260803	embedded_DEBIASM	39	24	15	0.6153846153846154	0.5944444444444444	0.6758136407661427	1.0981971662449819	0.23075206330074677	0.6542523315985183	-0.6769001363451475	2.4947820440600594
LOSFO	FrankelAE_2017	online_adaptive	20260804	locked_downstream	39	24	15	0.6153846153846154	0.5083333333333333	0.6296214373189352	1.0231348356432697	0.38068737061324653	1.21510956447586	0.4810231237067871	0.011149486932315166
LOSFO	FrankelAE_2017	online_adaptive	20260804	embedded_DEBIASM	39	24	15	0.6153846153846154	0.6000000000000001	0.6971592897159583	1.1328838457884323	0.23006183806846991	0.6528116435816872	-0.7496731590332694	2.88749411710853
LOSFO	FrankelAE_2017	online_adaptive	20260805	locked_downstream	39	24	15	0.6153846153846154	0.5166666666666667	0.6376278984503964	1.036145334981894	0.38179779535228003	1.2161796495598762	0.4807172556268814	0.010834469961853603
LOSFO	FrankelAE_2017	online_adaptive	20260805	embedded_DEBIASM	39	24	15	0.6153846153846154	0.5972222222222223	0.6837867787392807	1.1111535154513312	0.23049878439948066	0.6537138834522466	-0.6536097908825286	2.6421250234396108
LOSFO	FrankelAE_2017	online_adaptive	20260806	locked_downstream	39	24	15	0.6153846153846154	0.5166666666666666	0.6389010465985445	1.0382142007226347	0.3815443706284115	1.2149438354961002	0.4811586973719724	0.011303993427008484
LOSFO	FrankelAE_2017	online_adaptive	20260806	embedded_DEBIASM	39	24	15	0.6153846153846154	0.5944444444444444	0.6945682533013925	1.1286734116147628	0.23037115224152233	0.6534184450151352	-0.7394787474997541	2.636095372999534
LOSFO	FrankelAE_2017	standard_transductive	20260802	locked_downstream	39	24	15	0.6153846153846154	0.5111111111111111	0.6419253781383222	1.0431287394747735	0.34535981490960505	1.0362250165200413	0.46216078242815656	-0.021177900850643593
LOSFO	FrankelAE_2017	standard_transductive	20260802	embedded_DEBIASM	39	24	15	0.6153846153846154	0.4555555555555556	0.5609350897301495	0.9115195208114929	0.24843109041259653	0.6980260598569454	0.7972030996615926	-0.5632426145647886
LOSFO	FrankelAE_2017	standard_transductive	20260803	locked_downstream	39	24	15	0.6153846153846154	0.5166666666666666	0.6442872138334912	1.046966722479423	0.34381893585780743	1.0306291511211059	0.4640697615145406	-0.016251926995306715
LOSFO	FrankelAE_2017	standard_transductive	20260803	embedded_DEBIASM	39	24	15	0.6153846153846154	0.45833333333333337	0.5631025981476578	0.9150417219899439	0.24823308626923682	0.6979704450287161	0.7871148289119462	-0.5244757598466093
LOSFO	FrankelAE_2017	standard_transductive	20260804	locked_downstream	39	24	15	0.6153846153846154	0.5166666666666666	0.6460559697689139	1.049840950874485	0.3445633155097623	1.0359023637145777	0.4630033196316028	-0.018834506355389875
LOSFO	FrankelAE_2017	standard_transductive	20260804	embedded_DEBIASM	39	24	15	0.6153846153846154	0.44722222222222224	0.5579495537283091	0.9066680248085023	0.24814860814171688	0.6962321860827276	0.7970037792878333	-0.5869596316447601
LOSFO	FrankelAE_2017	standard_transductive	20260805	locked_downstream	39	24	15	0.6153846153846154	0.5055555555555555	0.6396645592470686	1.0394549087764864	0.34469880509173817	1.0340853191151054	0.46362613748946274	-0.017266610604434407
LOSFO	FrankelAE_2017	standard_transductive	20260805	embedded_DEBIASM	39	24	15	0.6153846153846154	0.45277777777777783	0.5603920689425634	0.9106371120316655	0.24945699420709241	0.6999390342094922	0.8264254501471965	-0.6275040389337583
LOSFO	FrankelAE_2017	standard_transductive	20260806	locked_downstream	39	24	15	0.6153846153846154	0.5111111111111111	0.6419253781383222	1.0431287394747735	0.3450587583186953	1.034535613092055	0.4630042710254702	-0.019008893665640174
LOSFO	FrankelAE_2017	standard_transductive	20260806	embedded_DEBIASM	39	24	15	0.6153846153846154	0.45000000000000007	0.5591023864028809	0.9085413779046814	0.2493573365387727	0.6997691320668555	0.8176329014031369	-0.5866513041484703
LOSFO	GopalakrishnanV_2018	online_adaptive	20260802	locked_downstream	25	14	11	0.56	0.5584415584415584	0.590771077661834	1.0549483529675607	0.2824325894653639	0.8860423459729628	0.18621137685890454	0.08338914880291116
LOSFO	GopalakrishnanV_2018	online_adaptive	20260802	embedded_DEBIASM	25	14	11	0.56	0.5454545454545455	0.6175697990760103	1.1028032126357326	0.24842267452847083	0.6902359584552109	-0.07960170073728476	0.6912466821951924
LOSFO	GopalakrishnanV_2018	online_adaptive	20260803	locked_downstream	25	14	11	0.56	0.564935064935065	0.6026758395665959	1.076206856368921	0.28171397914939533	0.8817164210917591	0.18286109699796033	0.08874546947500198
LOSFO	GopalakrishnanV_2018	online_adaptive	20260803	embedded_DEBIASM	25	14	11	0.56	0.5844155844155845	0.6416332356394467	1.1457736350704406	0.2471950564756523	0.6875247897427016	-0.3836046866672109	1.2710185969703667
LOSFO	GopalakrishnanV_2018	online_adaptive	20260804	locked_downstream	25	14	11	0.56	0.551948051948052	0.5862256231163794	1.0468314698506773	0.28362932803653296	0.8895500448103438	0.18972047326266	0.07899505607722812
LOSFO	GopalakrishnanV_2018	online_adaptive	20260804	embedded_DEBIASM	25	14	11	0.56	0.577922077922078	0.6371764579957857	1.137815103563903	0.24822026776408151	0.6897050011617532	-0.35964427030306423	1.1512217641850047
LOSFO	GopalakrishnanV_2018	online_adaptive	20260805	locked_downstream	25	14	11	0.56	0.5714285714285714	0.6055644950287807	1.0813651696942512	0.2821160398450406	0.8818837767712746	0.18222889160429281	0.08889317217445725
LOSFO	GopalakrishnanV_2018	online_adaptive	20260805	embedded_DEBIASM	25	14	11	0.56	0.5324675324675325	0.59449693356617	1.0616016670824462	0.2500712659493514	0.6936981784173202	0.06886078678562785	0.35967435435993167
LOSFO	GopalakrishnanV_2018	online_adaptive	20260806	locked_downstream	25	14	11	0.56	0.5714285714285714	0.6055644950287807	1.0813651696942512	0.2816443637055585	0.880195943880085	0.18181814489628115	0.0901060460312585
LOSFO	GopalakrishnanV_2018	online_adaptive	20260806	embedded_DEBIASM	25	14	11	0.56	0.551948051948052	0.6042569214774183	1.0790302169239612	0.2502577663309717	0.6941290152878818	-0.17984023297571028	0.7836184609035645
LOSFO	GopalakrishnanV_2018	standard_transductive	20260802	locked_downstream	25	14	11	0.56	0.5584415584415584	0.5852118119975263	1.0450210928527253	0.2911486307051467	0.8745295646541006	0.237590573294603	0.004444464136462121
LOSFO	GopalakrishnanV_2018	standard_transductive	20260802	embedded_DEBIASM	25	14	11	0.56	0.487012987012987	0.6103122638081919	1.089843328228914	0.2557107574206453	0.7055561622343816	0.23760601842526602	0.007221584761307444
LOSFO	GopalakrishnanV_2018	standard_transductive	20260803	locked_downstream	25	14	11	0.56	0.5454545454545454	0.5812256325455083	1.0379029152598362	0.29077951508252375	0.8715161199996128	0.23428420077934162	0.008566671715277445
LOSFO	GopalakrishnanV_2018	standard_transductive	20260803	embedded_DEBIASM	25	14	11	0.56	0.5	0.6345412887515025	1.1331094441991114	0.2548434731396991	0.7040179314176973	0.14073235853152588	0.18738032362109783
LOSFO	GopalakrishnanV_2018	standard_transductive	20260804	locked_downstream	25	14	11	0.56	0.5454545454545454	0.5812256325455083	1.0379029152598362	0.2935590780316192	0.8804950602050755	0.24695174534316883	-0.007260530313636488
LOSFO	GopalakrishnanV_2018	standard_transductive	20260804	embedded_DEBIASM	25	14	11	0.56	0.49350649350649345	0.6489478847232246	1.1588355084343296	0.25625199491109274	0.7064859052678111	0.1396104066181792	0.18002172370042582
LOSFO	GopalakrishnanV_2018	standard_transductive	20260805	locked_downstream	25	14	11	0.56	0.5584415584415584	0.5852118119975263	1.0450210928527253	0.29138944142928724	0.8740279995686491	0.23825074511037303	0.0035884444424403032
LOSFO	GopalakrishnanV_2018	standard_transductive	20260805	embedded_DEBIASM	25	14	11	0.56	0.4805194805194805	0.6040424225383506	1.0786471831041975	0.25794005570595663	0.7110228585246503	0.26784713318786807	-0.04953280662306387
LOSFO	GopalakrishnanV_2018	standard_transductive	20260806	locked_downstream	25	14	11	0.56	0.551948051948052	0.5780689548546691	1.0322659908119092	0.2913677446932665	0.8740125418544891	0.2387757554823988	0.0029565157357549286
LOSFO	GopalakrishnanV_2018	standard_transductive	20260806	embedded_DEBIASM	25	14	11	0.56	0.45454545454545453	0.5952970910724309	1.0630305197721979	0.26019925195939725	0.7160130840329552	0.31250371040273006	-0.12268882074106244
LOSFO	LeeKA_2022	online_adaptive	20260802	locked_downstream	164	94	70	0.573170731707317	0.46352583586626134	0.5516377234679244	0.962431772858932	0.3978179717289122	1.2434387000255416	0.16966876316834398	-0.1037034270789609
LOSFO	LeeKA_2022	online_adaptive	20260802	embedded_DEBIASM	164	94	70	0.573170731707317	0.505015197568389	0.5611877651615345	0.9790935477286347	0.2586848857252053	0.7153440815384424	0.046537675054569703	0.306534312523403
LOSFO	LeeKA_2022	online_adaptive	20260803	locked_downstream	164	94	70	0.573170731707317	0.46489361702127663	0.5530638093391282	0.964919837570394	0.39694732481397854	1.2404142467915011	0.17241060417559068	-0.1014922593039012
LOSFO	LeeKA_2022	online_adaptive	20260803	embedded_DEBIASM	164	94	70	0.573170731707317	0.5142857142857142	0.5706428492090418	0.9955896518115199	0.2586550464799784	0.7153711136965363	-0.07038900521129962	0.4439380551517084
LOSFO	LeeKA_2022	online_adaptive	20260804	locked_downstream	164	94	70	0.573170731707317	0.46322188449848023	0.5506334149547356	0.9606795750274112	0.39821544733628633	1.24586465476038	0.16778370936002543	-0.10489626249123715
LOSFO	LeeKA_2022	online_adaptive	20260804	embedded_DEBIASM	164	94	70	0.573170731707317	0.5062310030395136	0.5647948788051975	0.9853868098303447	0.25427195944916	0.7049092109002717	0.043706977031774584	0.3505591888820383
LOSFO	LeeKA_2022	online_adaptive	20260805	locked_downstream	164	94	70	0.573170731707317	0.4667173252279635	0.5537900100429218	0.9661868260323317	0.3969161111945791	1.2412325879810717	0.17478824139988328	-0.09970549433774296
LOSFO	LeeKA_2022	online_adaptive	20260805	embedded_DEBIASM	164	94	70	0.573170731707317	0.5127659574468084	0.5691152087652831	0.9929244067819833	0.2563129428601372	0.7096745639285604	-0.02254318766679697	0.4123040771901943
LOSFO	LeeKA_2022	online_adaptive	20260806	locked_downstream	164	94	70	0.573170731707317	0.4623100303951368	0.5509534177120468	0.9612378777103795	0.3989078765262783	1.2487448233236595	0.16696102390013143	-0.10442086155562343
LOSFO	LeeKA_2022	online_adaptive	20260806	embedded_DEBIASM	164	94	70	0.573170731707317	0.5104863221884498	0.5685800658502923	0.9919907531856165	0.2584107982408757	0.7146421104990514	-0.05219074523865737	0.4258144917036522
LOSFO	LeeKA_2022	standard_transductive	20260802	locked_downstream	164	94	70	0.573170731707317	0.4484802431610942	0.5365218648235147	0.9360594237346428	0.40832370695120906	1.2462282229984796	0.07710819037375487	-0.16296641492884062
LOSFO	LeeKA_2022	standard_transductive	20260802	embedded_DEBIASM	164	94	70	0.573170731707317	0.47963525835866266	0.553243846007866	0.9652339440988301	0.26215671928699696	0.7252853765143308	0.31130653340826847	-0.0200697500001558
LOSFO	LeeKA_2022	standard_transductive	20260803	locked_downstream	164	94	70	0.573170731707317	0.44939209726443763	0.5371375487489396	0.9371335956896394	0.4073888347466361	1.242337068052862	0.08157411150244684	-0.16037111589036057
LOSFO	LeeKA_2022	standard_transductive	20260803	embedded_DEBIASM	164	94	70	0.573170731707317	0.4857142857142857	0.55603364702782	0.9701012565166222	0.2630968816662152	0.7279348712482584	0.2700490638070108	0.029136567416104396
LOSFO	LeeKA_2022	standard_transductive	20260804	locked_downstream	164	94	70	0.573170731707317	0.44832826747720367	0.5362538022615186	0.9355917401158411	0.4097748586324089	1.253707327472875	0.07204526505453959	-0.16459608762507252
LOSFO	LeeKA_2022	standard_transductive	20260804	embedded_DEBIASM	164	94	70	0.573170731707317	0.48267477203647413	0.5543667777808897	0.9671931016602757	0.25858634255493	0.7164127380189395	0.29326308288332154	0.0020683166557405536
LOSFO	LeeKA_2022	standard_transductive	20260805	locked_downstream	164	94	70	0.573170731707317	0.4503039513677811	0.5381154642238157	0.9388397460926148	0.4069461323931571	1.2415879934243925	0.08430605604001758	-0.15846344642932594
LOSFO	LeeKA_2022	standard_transductive	20260805	embedded_DEBIASM	164	94	70	0.573170731707317	0.4796352583586626	0.553515197955797	0.9657073666462841	0.26042395977600963	0.7206969628112213	0.2802815071726995	0.018393905713963328
LOSFO	LeeKA_2022	standard_transductive	20260806	locked_downstream	164	94	70	0.573170731707317	0.4492401215805471	0.5376565617020643	0.9380391076504102	0.4089842929253765	1.250258080297151	0.0764499115093936	-0.16201026004515298
LOSFO	LeeKA_2022	standard_transductive	20260806	embedded_DEBIASM	164	94	70	0.573170731707317	0.4802431610942249	0.5527184895457169	0.9643173647393359	0.2617361610440544	0.724109713406668	0.2620588513220732	0.03959957027516442
LOSFO	MatsonV_2018	online_adaptive	20260802	locked_downstream	38	14	24	0.3684210526315789	0.4226190476190476	0.3859823187593092	1.0476662937752679	0.3834712234462148	1.0749412757946917	-0.5037394854992339	-0.07680860462281615
LOSFO	MatsonV_2018	online_adaptive	20260802	embedded_DEBIASM	38	14	24	0.3684210526315789	0.48809523809523814	0.39790402694427457	1.0800252159916024	0.32693055829714185	0.8573742775884317	-0.2752421048129423	-0.3752424559625852
LOSFO	MatsonV_2018	online_adaptive	20260803	locked_downstream	38	14	24	0.3684210526315789	0.42261904761904756	0.38561033406519984	1.046656621034114	0.38254009916783266	1.0721573231965427	-0.5062231606009066	-0.07046738311491102
LOSFO	MatsonV_2018	online_adaptive	20260803	embedded_DEBIASM	38	14	24	0.3684210526315789	0.4761904761904762	0.3833964636798313	1.0406475442738279	0.32286242461777104	0.8479647834682985	-0.2556182896235092	-0.4241062688823331
LOSFO	MatsonV_2018	online_adaptive	20260804	locked_downstream	38	14	24	0.3684210526315789	0.4226190476190476	0.386713312911356	1.049650420759395	0.38255535984335476	1.0707553767457791	-0.5068848115175529	-0.06733039646177483
LOSFO	MatsonV_2018	online_adaptive	20260804	embedded_DEBIASM	38	14	24	0.3684210526315789	0.4910714285714286	0.3988509959200778	1.0825955603544968	0.3236719351799175	0.8499326731498702	-0.3082253995777012	-0.3409301059729924
LOSFO	MatsonV_2018	online_adaptive	20260805	locked_downstream	38	14	24	0.3684210526315789	0.4196428571428571	0.3844810285880683	1.0435913633104712	0.3841092522372516	1.0754734008678772	-0.5054880764947758	-0.07068296268474304
LOSFO	MatsonV_2018	online_adaptive	20260805	embedded_DEBIASM	38	14	24	0.3684210526315789	0.49404761904761907	0.3971710522482593	1.0780357132452754	0.32485060111711045	0.8526455313084444	-0.3530305726127503	-0.26940893401765964
LOSFO	MatsonV_2018	online_adaptive	20260806	locked_downstream	38	14	24	0.3684210526315789	0.4196428571428571	0.3844810285880683	1.0435913633104712	0.386633272977383	1.0839153939446908	-0.5017623346783355	-0.07664330695057853
LOSFO	MatsonV_2018	online_adaptive	20260806	embedded_DEBIASM	38	14	24	0.3684210526315789	0.48511904761904756	0.39169647010646563	1.0631761331461211	0.32259374174660094	0.8474764007904316	-0.3750665991644212	-0.24285023679155074
LOSFO	MatsonV_2018	standard_transductive	20260802	locked_downstream	38	14	24	0.3684210526315789	0.42857142857142855	0.38676359291215723	1.049786895047284	0.38303288371517147	1.072156327256204	-0.4835661504984734	-0.08766314010442111
LOSFO	MatsonV_2018	standard_transductive	20260802	embedded_DEBIASM	38	14	24	0.3684210526315789	0.5684523809523809	0.45657546691962525	1.2392762673532687	0.3480344002958624	0.9105028001447963	-1.4971097692096613	1.0039905343442785
LOSFO	MatsonV_2018	standard_transductive	20260803	locked_downstream	38	14	24	0.3684210526315789	0.43452380952380953	0.3885429096545282	1.0546164690622908	0.38216992000136035	1.0681935226302364	-0.48570167591183144	-0.08539051424134454
LOSFO	MatsonV_2018	standard_transductive	20260803	embedded_DEBIASM	38	14	24	0.3684210526315789	0.5684523809523809	0.45871229852627105	1.2450762388570216	0.34450896502961076	0.9019134847164831	-1.4094554931605756	0.941437751594207
LOSFO	MatsonV_2018	standard_transductive	20260804	locked_downstream	38	14	24	0.3684210526315789	0.43452380952380953	0.3885429096545282	1.0546164690622908	0.3822631934772113	1.0685779805256281	-0.4869086570525947	-0.08211601861751708
LOSFO	MatsonV_2018	standard_transductive	20260804	embedded_DEBIASM	38	14	24	0.3684210526315789	0.5565476190476191	0.4670930501080325	1.2678239931503739	0.3454699689956971	0.904162800603845	-1.4919297333960233	1.0178779548393746
LOSFO	MatsonV_2018	standard_transductive	20260805	locked_downstream	38	14	24	0.3684210526315789	0.43154761904761907	0.38757528122384555	1.0519900490361522	0.3830970926448606	1.0714490069625804	-0.48587744325914944	-0.08339317548283656
LOSFO	MatsonV_2018	standard_transductive	20260805	embedded_DEBIASM	38	14	24	0.3684210526315789	0.5535714285714286	0.4584723450543692	1.244424936576145	0.34804386793476666	0.9106357714871307	-1.4583827017122821	0.9649130450119046
LOSFO	MatsonV_2018	standard_transductive	20260806	locked_downstream	38	14	24	0.3684210526315789	0.43452380952380953	0.3885429096545282	1.0546164690622908	0.38437403294956063	1.0749413711877673	-0.48229781386529347	-0.08892531415010854
LOSFO	MatsonV_2018	standard_transductive	20260806	embedded_DEBIASM	38	14	24	0.3684210526315789	0.5654761904761905	0.4556566008545738	1.2367822023195576	0.34521074613597985	0.9039064847545984	-1.447979135694853	0.9714877551464403
LOSFO	SpencerCN_2021	online_adaptive	20260802	locked_downstream	97	71	26	0.7319587628865979	0.596424702058505	0.8033920481996313	1.0975919531741443	0.316676137335655	0.9140888797160559	1.1056689843679226	0.21445493287212716
LOSFO	SpencerCN_2021	online_adaptive	20260802	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5368364030335862	0.7222137602932646	0.9866864049076995	0.2266560496216266	0.6463423361144601	0.9048735547807166	0.42359910180097926
LOSFO	SpencerCN_2021	online_adaptive	20260803	locked_downstream	97	71	26	0.7319587628865979	0.5996749729144095	0.8048369710314562	1.0995660026767784	0.3163232842873914	0.9121118889421885	1.1057296072687202	0.21629070331382944
LOSFO	SpencerCN_2021	online_adaptive	20260803	embedded_DEBIASM	97	71	26	0.7319587628865979	0.534127843986999	0.7204275183253471	0.9842460461627982	0.22579019658736163	0.6445758972873231	0.8892581357637959	0.47490724077689994
LOSFO	SpencerCN_2021	online_adaptive	20260804	locked_downstream	97	71	26	0.7319587628865979	0.600216684723727	0.803790855406309	1.0981368024565068	0.31657494081846155	0.9126701832788452	1.1047592548767238	0.21472457544737
LOSFO	SpencerCN_2021	online_adaptive	20260804	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5346695557963164	0.7216834838399279	0.9859619427108874	0.2258306181692773	0.6446612664987418	0.8958297856822078	0.4454723039899994
LOSFO	SpencerCN_2021	online_adaptive	20260805	locked_downstream	97	71	26	0.7319587628865979	0.6013001083423618	0.8051119882237926	1.099941730390252	0.3159213329504355	0.9114624776680345	1.1061469286839396	0.21721006381465544
LOSFO	SpencerCN_2021	online_adaptive	20260805	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5346695557963164	0.7216292091479184	0.9858877927795505	0.22695602718143545	0.6469434232154361	0.9045710163513351	0.43183598180178906
LOSFO	SpencerCN_2021	online_adaptive	20260806	locked_downstream	97	71	26	0.7319587628865979	0.5985915492957747	0.8041975523116304	1.0986924306229318	0.3160174045298183	0.9111331862302032	1.1078780091588791	0.21980625770368026
LOSFO	SpencerCN_2021	online_adaptive	20260806	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5373781148429035	0.7199072408311924	0.9835352445158545	0.22692310919183503	0.6469065603806587	0.9067822107914687	0.4205487969596032
LOSFO	SpencerCN_2021	standard_transductive	20260802	locked_downstream	97	71	26	0.7319587628865979	0.5861321776814734	0.7950439576576553	1.0861868153914447	0.30005003736078883	0.8516474895306144	1.0555692155819738	0.19581340229108674
LOSFO	SpencerCN_2021	standard_transductive	20260802	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5140845070422535	0.7260195670239087	0.9918858873425231	0.24197844948042624	0.6776140660266051	1.0132527108264116	-0.05337758009024676
LOSFO	SpencerCN_2021	standard_transductive	20260803	locked_downstream	97	71	26	0.7319587628865979	0.5882990249187432	0.7963944366899607	1.088031836041214	0.2993767713123662	0.8495325180667535	1.055223253388816	0.19768631905212122
LOSFO	SpencerCN_2021	standard_transductive	20260803	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5075839653304443	0.7205978366861199	0.9844787346275159	0.2413555505126408	0.6763412542699542	1.0128979539830123	-0.05015339911855144
LOSFO	SpencerCN_2021	standard_transductive	20260804	locked_downstream	97	71	26	0.7319587628865979	0.5877573131094258	0.7959439567283764	1.087416391586655	0.2997653793834896	0.8503463200577852	1.0549738236370287	0.19605462489394504
LOSFO	SpencerCN_2021	standard_transductive	20260804	embedded_DEBIASM	97	71	26	0.7319587628865979	0.5108342361863488	0.7158108843762035	0.977938813866081	0.24203249729676282	0.6778197462045996	1.015532690198634	-0.06512969009393321
LOSFO	SpencerCN_2021	standard_transductive	20260805	locked_downstream	97	71	26	0.7319587628865979	0.5882990249187433	0.7952383060058092	1.0864523335572325	0.2994798574254871	0.8501886169354869	1.0556170840222543	0.19757513913535402
