scheme	held_out_group	mode	seed	prediction_type	debiasm_roc_auc	frozen_baseline_roc_auc	delta_roc_auc	debiasm_pr_auc	frozen_baseline_pr_auc	delta_pr_auc	debiasm_brier	frozen_baseline_brier	delta_brier
LODO	Lee_Manchester	standard_transductive	20260802	locked_downstream	0.41025641025641024	0.39743589743589747	0.012820512820512775	0.4532110318875025	0.43548071575901703	0.017730316128485468	0.37762082158844146	0.3851776068788583	-0.0075567852904168675
LODO	Lee_Manchester	standard_transductive	20260802	embedded_DEBIASM	0.41666666666666663	0.39743589743589747	0.019230769230769162	0.4715064863520241	0.43548071575901703	0.036025770593007045	0.2928639908330105	0.3851776068788583	-0.09231361604584781
LODO	Lee_Manchester	standard_transductive	20260803	locked_downstream	0.40384615384615385	0.39743589743589747	0.0064102564102563875	0.4393221429986136	0.43548071575901703	0.003841427239596573	0.377044658228854	0.3851776068788583	-0.008132948650004301
LODO	Lee_Manchester	standard_transductive	20260803	embedded_DEBIASM	0.4358974358974359	0.39743589743589747	0.038461538461538436	0.46687772331154687	0.43548071575901703	0.03139700755252983	0.2939252064765786	0.3851776068788583	-0.09125240040227972
LODO	Lee_Manchester	standard_transductive	20260804	locked_downstream	0.41025641025641024	0.39743589743589747	0.012820512820512775	0.44395177262824326	0.43548071575901703	0.008471056869226223	0.3745324115462337	0.3851776068788583	-0.010645195332624646
LODO	Lee_Manchester	standard_transductive	20260804	embedded_DEBIASM	0.46153846153846156	0.39743589743589747	0.0641025641025641	0.5294284237341008	0.43548071575901703	0.09394770797508378	0.29483587969829245	0.3851776068788583	-0.09034172718056588
LODO	Lee_Manchester	standard_transductive	20260805	locked_downstream	0.41025641025641024	0.39743589743589747	0.012820512820512775	0.44395177262824326	0.43548071575901703	0.008471056869226223	0.37690191098767106	0.3851776068788583	-0.008275695891187262
LODO	Lee_Manchester	standard_transductive	20260805	embedded_DEBIASM	0.39743589743589747	0.39743589743589747	0.0	0.4645531813724033	0.43548071575901703	0.029072465613386278	0.29614315421972043	0.3851776068788583	-0.0890344526591379
LODO	Lee_Manchester	standard_transductive	20260806	locked_downstream	0.40384615384615385	0.39743589743589747	0.0064102564102563875	0.4393221429986136	0.43548071575901703	0.003841427239596573	0.3762299596429433	0.3851776068788583	-0.008947647235915013
LODO	Lee_Manchester	standard_transductive	20260806	embedded_DEBIASM	0.4551282051282051	0.39743589743589747	0.057692307692307654	0.5272850444525636	0.43548071575901703	0.0918043286935466	0.29129823075536	0.3851776068788583	-0.09387937612349834
LODO	Lee_PRIMM_NL	online_adaptive	20260802	locked_downstream	0.5895316804407713	0.6019283746556474	-0.012396694214876103	0.6559630992293307	0.6935693231462094	-0.037606223916878734	0.28503937498411025	0.26583258051604963	0.019206794468060617
LODO	Lee_PRIMM_NL	online_adaptive	20260802	embedded_DEBIASM	0.5385674931129476	0.6019283746556474	-0.06336088154269981	0.6243281859191206	0.6935693231462094	-0.0692411372270888	0.2401795395214993	0.26583258051604963	-0.02565304099455032
