scenario	analysis_level	effect_type	species	k	pooled_effect	se	ci_low	ci_high	p_value	fdr_q	tau2	Q	Q_p	I2	prediction_low	prediction_high	positive_groups	negative_groups	zero_groups	sign_consistency	significant_positive_groups	significant_negative_groups	minimum_effect	maximum_effect	median_effect	group_list
PRIMARY	domain	PRESENCE_LOG_OR	s__Actinomyces_sp_ICM58	5	0.31164462163990203	0.3177660360195576	-0.5706153336647044	1.1939045769445085	0.38225130408953056	0.9996325270282626	6.074898524132229e-11	1.9997418759145256	0.7358063616149115	0.0	-0.699628725939391	1.322917969219195	4	1	0	0.8	0	0	-0.2876820724517809	1.0986122886681098	0.31015492830383945	Frankel_US;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US
PRIMARY	domain	CLR_HEDGES_G	s__Actinomyces_sp_oral_taxon_448	5	-0.09511534042350911	0.1484345653555919	-0.5072357628472042	0.317005082000186	0.5565274158990968	0.9899399288667535	4.664154056449494e-11	3.740176035672011	0.44230954219850127	0.0	-0.5675003750158044	0.3772696941687862	2	3	0	0.6	0	1	-0.8401341483970239	0.06466939519972863	-0.05037905622565526	Frankel_US;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK
PRIMARY	domain	PRESENCE_LOG_OR	s__Actinomyces_sp_oral_taxon_448	5	-0.1799168585826788	0.3350124217543236	-1.1100604571429293	0.7502267399775717	0.6197171750015799	0.9996325270282626	3.926551396641564e-11	3.466771686542106	0.482948736341812	0.0	-1.2460759026053743	0.8862421854400168	1	4	0	0.8	0	0	-2.243744592971112	0.15593480162075968	-0.07410797215372185	Frankel_US;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK
PRIMARY	domain	CLR_HEDGES_G	s__Actinomyces_sp_ph3	4	-0.31402759433407523	0.15624641912375456	-0.8112734335882776	0.18321824492012712	0.13800713377967191	0.9899399288667535	5.703787092967376e-11	0.32233458159184897	0.955774649872729	0.0	-0.9863016768758196	0.35824648820766913	0	4	0	1.0	0	0	-0.3724393699756737	-0.11135535682658504	-0.3338397986573234	Frankel_US;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK
PRIMARY	domain	PRESENCE_LOG_OR	s__Actinomyces_sp_ph3	4	-0.705124273692645	0.3455660072678863	-1.8048695367539724	0.3946209893686826	0.133983366836905	0.9996325270282626	3.4236143669964726e-11	0.49044255086822	0.9209860682518021	0.0	-2.191974798385576	0.7817262510002859	0	4	0	1.0	0	0	-0.9650808960435872	-0.2876820724517809	-0.6875001772505658	Frankel_US;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK
PRIMARY	domain	CLR_HEDGES_G	s__Adlercreutzia_equolifaciens	9	-0.07339252907497595	0.1830058852802491	-0.4954048572979296	0.3486197991479777	0.698889498654602	0.9899399288667535	0.16973627007116274	18.935567184115804	0.015208058691325643	57.75146357004378	-1.1393829342361983	0.9925978760862464	3	6	0	0.6666666666666666	1	1	-0.8463200150791936	0.6732035971279012	-0.2765588081707807	Frankel_US;Gopalakrishnan_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	PRESENCE_LOG_OR	s__Adlercreutzia_equolifaciens	8	-0.2621043130897989	0.3812390646078553	-1.1635914509160818	0.6393828247364839	0.5138906755716792	0.9996325270282626	0.4514693290873626	11.37252849838128	0.1231747874099807	38.44816479469494	-2.152432887277035	1.6282242610974371	3	5	0	0.625	0	1	-1.6582280766035324	1.57768921411952	-0.7331685343967135	Frankel_US;Gopalakrishnan_US;Lee_Barcelona;Lee_Leeds;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	CLR_HEDGES_G	s__Agathobaculum_butyriciproducens	9	0.11922407127783755	0.1102257001760894	-0.13495684913399916	0.3734049916896742	0.31093777311161797	0.9899399288667535	4.101398823734366e-11	3.957195151386444	0.8609646536235326	0.0	-0.14141829294726613	0.3798664355029412	5	4	0	0.5555555555555556	0	0	-0.32330024789865786	0.6545734480484708	0.014030568703482715	Frankel_US;Gopalakrishnan_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	PRESENCE_LOG_OR	s__Agathobaculum_butyriciproducens	7	0.4740331047678143	0.2735870658370938	-0.195410328948952	1.1434765384845806	0.13386200541784296	0.9996325270282626	3.926551396641564e-11	4.581274031659078	0.5985232485390621	0.0	-0.22924483732252193	1.1773110468581505	7	0	0	1.0	0	0	0.028170876966696224	2.243744592971112	0.25131442828090617	Frankel_US;Gopalakrishnan_US;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	CLR_HEDGES_G	s__Akkermansia_muciniphila	9	0.12923389192290036	0.11043558103004478	-0.1254310146060576	0.3838987984518583	0.27559055172015123	0.9899399288667535	4.212641394275929e-11	6.161811088692715	0.6291121664223593	0.0	-0.13190476167048465	0.39037254551628536	6	3	0	0.6666666666666666	0	0	-0.6171693859970002	0.5341214005174857	0.13709320243530834	Frankel_US;Gopalakrishnan_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	PRESENCE_LOG_OR	s__Akkermansia_muciniphila	9	0.2603449044399254	0.24167794671076245	-0.29696544006274483	0.8176552489425957	0.3127820174377329	0.9996325270282626	4.010707711131218e-11	7.911279427093687	0.4421843422144448	0.0	-0.3111326296236997	0.8318224385035505	5	3	1	0.5555555555555556	0	0	-1.5040773967762742	1.3862943611198906	0.028170876966696224	Frankel_US;Gopalakrishnan_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	PRESENCE_LOG_OR	s__Akkermansia_sp_BIOML_A40	3	0.10461818343537584	0.5178602077048464	-2.123554452874505	2.3327908197452563	0.8585857677425238	0.9996325270282626	3.954825400972144e-11	0.9787295646981573	0.6130156689074207	0.0	-6.475419640865533	6.684656007736284	2	1	0	0.6666666666666666	0	0	-0.456758402495715	1.2622417124499117	0.1823215567939546	Frankel_US;Matson_US;Spencer_US
PRIMARY	domain	CLR_HEDGES_G	s__Akkermansia_sp_KLE1798	3	-0.12057059483797967	0.17657054610883124	-0.8802923370464957	0.6391511473705362	0.5651875205971442	0.9899399288667535	0.004781447738189288	1.6607055637270007	0.4358954831728049	0.0	-2.5300169941243573	2.288875804448398	2	1	0	0.6666666666666666	0	0	-0.32128007501004296	0.16357444672144356	0.0406059372964509	Frankel_US;Gopalakrishnan_US;Spencer_US
PRIMARY	domain	PRESENCE_LOG_OR	s__Akkermansia_sp_KLE1798	3	0.1500746539223549	0.8666393934491994	-3.5787736980102607	3.8789230058549706	0.8784591525039749	0.9996325270282626	1.2521812156074021	4.584907210366055	0.10101829851014402	56.378615569837855	-17.833784328029903	18.133933635874616	2	1	0	0.6666666666666666	0	0	-1.1451323043030026	1.3040562628829184	1.0033021088637848	Frankel_US;Gopalakrishnan_US;Spencer_US
PRIMARY	domain	CLR_HEDGES_G	s__Alistipes_SGB2313	4	-0.09913836169358771	0.17557386286048152	-0.6578927528583155	0.4596160294711401	0.6117746771909989	0.9899399288667535	4.8202357692915954e-11	1.964566959323879	0.5797934388884731	0.0	-0.8545717225935251	0.6562949992063497	1	3	0	0.75	0	0	-0.48076677173367677	0.13754670683768147	-0.21189126217907106	Frankel_US;Lee_Leeds;Lee_Manchester;Lee_PRIMM_UK
PRIMARY	domain	PRESENCE_LOG_OR	s__Alistipes_SGB2313	5	-0.4033292873338202	0.40373681816164364	-1.524282399906847	0.7176238252392069	0.3743345445653938	0.9996325270282626	4.568383555149391e-11	2.372986935101817	0.667514368355794	0.0	-1.688200032779394	0.8815414581117538	1	4	0	0.8	0	0	-1.1939224684724346	0.4795730802618863	-0.8754687373538999	Frankel_US;Lee_Leeds;Lee_Manchester;Lee_PRIMM_UK;Spencer_US
PRIMARY	domain	CLR_HEDGES_G	s__Alistipes_communis	9	0.11203752422583184	0.11027632885811323	-0.1422601461361117	0.3663351945877754	0.33938136451546885	0.9899399288667535	4.204878546699242e-11	4.681786068739959	0.7909825240677009	0.0	-0.148724557819504	0.3727996062711677	6	3	0	0.6666666666666666	0	0	-0.5817306219605333	0.396036465223726	0.12296414962736017	Frankel_US;Gopalakrishnan_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	PRESENCE_LOG_OR	s__Alistipes_communis	7	0.3123284924951015	0.240884792378652	-0.2770953607368198	0.9017523457270227	0.24240294891526623	0.9996325270282626	4.402206792561477e-11	2.990222409384949	0.810073019208487	0.0	-0.3068855795093753	0.9315425644995783	6	1	0	0.8571428571428571	0	0	-0.30710015830888243	0.9162907318741551	0.6286086594223741	Frankel_US;Gopalakrishnan_US;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	CLR_HEDGES_G	s__Alistipes_dispar	8	7.644610509685207e-05	0.14926644569079991	-0.35288261132442583	0.3530355035346195	0.9996056569136471	0.9996056569136472	0.0050655928911245394	10.987080626438502	0.1391835513733466	36.28880830130876	-0.40456069434739517	0.4047135865575888	3	5	0	0.625	0	1	-1.3714347880669826	0.9140408915659705	-0.048718857847207996	Frankel_US;Gopalakrishnan_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Spencer_US
PRIMARY	domain	PRESENCE_LOG_OR	s__Alistipes_dispar	8	-0.07902732256536506	0.34482394631007357	-0.8944063885400931	0.736351743409363	0.8252798586824807	0.9996325270282626	4.356041315566505e-11	9.675104060276137	0.20774467702392746	27.64935698479492	-0.9227811235046189	0.7647264783738889	3	5	0	0.625	0	1	-3.2188758248682006	1.9459101490553132	-0.08771116716684144	Frankel_US;Gopalakrishnan_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Spencer_US
PRIMARY	domain	CLR_HEDGES_G	s__Alistipes_finegoldii	9	-0.04822154020670224	0.11037210721075508	-0.30274007584590096	0.2062969954324965	0.6737369411520224	0.9899399288667535	4.0465237663676836e-11	6.575145069991812	0.5830851021655736	0.0	-0.30921010205011834	0.21276702163671388	3	6	0	0.6666666666666666	0	0	-0.8125963541751595	0.3702990179518471	-0.19658054698986052	Frankel_US;Gopalakrishnan_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	PRESENCE_LOG_OR	s__Alistipes_finegoldii	8	0.09102745538485972	0.237644338346721	-0.4709121103235177	0.6529670210932371	0.7130560605784916	0.9996325270282626	4.751283278640253e-11	6.157210749558734	0.5215174561968362	0.0	-0.49046729271784756	0.672522203487567	4	4	0	0.5	0	0	-1.540445040947149	0.9444616088408515	-0.040789993496211374	Frankel_US;Gopalakrishnan_US;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	CLR_HEDGES_G	s__Alistipes_ihumii	8	-0.0265546592113521	0.11438401013978415	-0.2970298635823206	0.2439205451596164	0.8230597891751059	0.9899399288667535	4.118173963330455e-11	2.9159120889037924	0.892670518550662	0.0	-0.30644224964435884	0.2533329312216547	3	5	0	0.625	0	0	-0.5056435578419266	0.19231557753932896	-0.10227525965945454	Frankel_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	PRESENCE_LOG_OR	s__Alistipes_ihumii	8	-0.036508304653597994	0.24179507119233526	-0.6082627939105977	0.5352461846034017	0.8842437285385865	0.9996325270282626	4.010707711131218e-11	4.3007943927395615	0.7445529004454955	0.0	-0.6281595301055043	0.5551429207983083	4	4	0	0.5	0	0	-1.0986122886681098	0.5389965007326869	-0.04237061422754529	Frankel_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	CLR_HEDGES_G	s__Alistipes_indistinctus	9	0.007031581221441371	0.11145780853983753	-0.24999058617221814	0.2640537486151009	0.9512447242124666	0.9899399288667535	4.3908460433809595e-11	8.138855093249598	0.4200253157721425	1.706076489367218	-0.256524256347012	0.27058741878989473	4	5	0	0.5555555555555556	0	0	-0.908039135061329	0.35059105524912243	-0.1217858338708425	Frankel_US;Gopalakrishnan_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	PRESENCE_LOG_OR	s__Alistipes_indistinctus	8	0.20062938503176167	0.27567218867701937	-0.45123175780358005	0.8524905278671033	0.4903679211717816	0.9996325270282626	0.12160328429501882	9.070324007719307	0.24764644129956018	22.825248645553962	-0.8870729981224751	1.2883317681859985	4	4	0	0.5	0	0	-1.5040773967762742	1.076139432816051	0.3120771545364969	Frankel_US;Gopalakrishnan_US;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	CLR_HEDGES_G	s__Alistipes_onderdonkii	9	-0.047828413645203724	0.12576085205875903	-0.3378334585395014	0.24217663124909394	0.713612397537379	0.9899399288667535	0.026648438972485606	8.989053620012594	0.3432202230490299	11.002867062786622	-0.5351030102790351	0.4394461829886276	5	4	0	0.5555555555555556	0	0	-0.48735276367808367	0.4743954748992717	0.08922544546901882	Frankel_US;Gopalakrishnan_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	PRESENCE_LOG_OR	s__Alistipes_onderdonkii	7	0.21857467389546942	0.35675802393194705	-0.6543807628546756	1.0915301106456146	0.5625807458049522	0.9996325270282626	0.2031365266633927	8.661050450062394	0.19355671985354134	30.72433840912708	-1.2590355092144658	1.6961848570054048	4	2	1	0.5714285714285714	0	0	-1.0986122886681098	1.927891643552635	0.5596157879354227	Frankel_US;Gopalakrishnan_US;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	CLR_HEDGES_G	s__Alistipes_putredinis	9	-0.011370298064620598	0.13094838364590627	-0.31333781225038204	0.29059721612114087	0.9329403393138158	0.9899399288667535	0.03682245565886229	9.795088455788386	0.27970365929123514	18.326413935829063	-0.560706330181891	0.5379657340526497	5	4	0	0.5555555555555556	0	0	-0.6042806393819273	0.5975985812321091	0.008943535565927684	Frankel_US;Gopalakrishnan_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Matson_US;Spencer_US
PRIMARY	domain	CLR_HEDGES_G	s__Alistipes_senegalensis	7	-0.06505962611406797	0.12947666266168123	-0.3818776064276363	0.2517583541995004	0.6332345489737126	0.9899399288667535	0.010373399770281965	5.571499558855516	0.47285748127592153	0.0	-0.4885243133870264	0.3584050611588905	2	5	0	0.7142857142857143	0	0	-0.6306259677262686	0.3140146023949959	-0.2421173803162696	Frankel_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Spencer_US
PRIMARY	domain	PRESENCE_LOG_OR	s__Alistipes_senegalensis	7	-0.15480209633321138	0.3077433714993058	-0.9078229991661746	0.5982188064997518	0.6328755620205342	0.9996325270282626	0.05303331209085788	5.877689169278483	0.4370301100906909	0.0	-1.142853285554417	0.8332490928879942	2	5	0	0.7142857142857143	0	0	-1.3862943611198906	0.8873031950009027	-0.5596157879354228	Frankel_US;Lee_Barcelona;Lee_Leeds;Lee_Manchester;Lee_PRIMM_NL;Lee_PRIMM_UK;Spencer_US
